lat_cluster,lon_cluster,temperature_avg_min,temperature_avg_max,temperature_avg_mean,humidity_min,humidity_max,humidity_mean,temperature_max_max,temperature_min_min
-57.8,-73.7,33.5,33.5,33.5,44,44,44.0,38.83,28.17
-57.8,-24.5,1.1150000000000002,1.1150000000000002,1.1150000000000002,51,51,51.0,7.25,-5.02
-57.8,33.1,-1.1349999999999998,-1.1349999999999998,-1.1349999999999998,15,15,15.0,5.65,-7.92
-57.8,63.0,21.82,21.82,21.82,25,25,25.0,24.69,18.95
-57.7,93.2,22.235,22.235,22.235,42,42,42.0,23.77,20.7
-57.7,162.8,6.85,6.85,6.85,36,36,36.0,8.36,5.34
-57.5,152.5,-2.73,-2.73,-2.73,89,89,89.0,0.38,-5.84
-57.4,157.7,21.685,21.685,21.685,93,93,93.0,25.18,18.19
-57.2,94.0,12.48,12.48,12.48,64,64,64.0,15.43,9.53
-57.1,22.5,28.31,28.31,28.31,55,55,55.0,32.65,23.97
-57.1,121.9,-13.055,-13.055,-13.055,80,80,80.0,-10.38,-15.73
-56.8,123.1,2.9850000000000003,2.9850000000000003,2.9850000000000003,38,38,38.0,7.74,-1.77
-56.7,-42.2,-15.07,-15.07,-15.07,76,76,76.0,-11.06,-19.08
-56.7,77.8,30.65,30.65,30.65,11,11,11.0,36.89,24.41
-56.4,-116.6,38.735,38.735,38.735,54,54,54.0,43.61,33.86
-56.4,-2.2,-13.365,-13.365,-13.365,86,86,86.0,-11.75,-14.98
-56.2,-15.1,40.53,40.53,40.53,12,12,12.0,45.34,35.72
-56.1,-7.7,23.975,23.975,23.975,40,40,40.0,25.34,22.61
-55.9,-154.5,42.765,42.765,42.765,62,62,62.0,48.46,37.07
-55.9,-9.1,39.225,39.225,39.225,49,49,49.0,42.46,35.99
-55.8,-105.0,-4.615,-4.615,-4.615,10,10,10.0,-2.19,-7.04
-55.8,162.7,6.59,6.59,6.59,86,86,86.0,12.02,1.16
-55.7,-117.3,1.7399999999999998,1.7399999999999998,1.7399999999999998,10,10,10.0,8.27,-4.79
-55.3,-73.3,39.375,39.375,39.375,36,36,36.0,43.27,35.48
-55.3,94.4,-14.43,-14.43,-14.43,22,22,22.0,-9.73,-19.13
-55.2,-52.0,-7.93,-7.93,-7.93,28,28,28.0,-3.21,-12.65
-55.1,-23.4,42.605,42.605,42.605,58,58,58.0,44.35,40.86
-54.7,-43.0,4.58,4.58,4.58,80,80,80.0,8.51,0.65
-54.7,-9.5,18.755000000000003,18.755000000000003,18.755000000000003,75,75,75.0,23.6,13.91
-54.4,45.9,-8.23,-8.23,-8.23,98,98,98.0,-3.5,-12.96
-54.4,49.6,-5.2,-5.2,-5.2,23,23,23.0,1.28,-11.68
-54.3,178.1,39.435,39.435,39.435,96,96,96.0,42.33,36.54
-54.2,-178.4,20.595,20.595,20.595,72,72,72.0,26.04,15.15
-54.2,-117.6,36.915,36.915,36.915,100,100,100.0,38.87,34.96
-54.1,-167.6,9.115,9.115,9.115,98,98,98.0,12.91,5.32
-54.1,-59.7,-11.415,-11.415,-11.415,50,50,50.0,-6.1,-16.73
-54.1,152.4,36.795,36.795,36.795,100,100,100.0,40.45,33.14
-54.1,177.7,2.105,2.105,2.105,45,45,45.0,8.9,-4.69
-54.0,99.7,7.445,7.445,7.445,72,72,72.0,12.24,2.65
-53.9,-147.7,9.805,9.805,9.805,45,45,45.0,15.16,4.45
-53.9,-101.1,34.295,34.295,34.295,77,77,77.0,37.11,31.48
-53.9,-43.6,-10.025,-10.025,-10.025,51,51,51.0,-6.88,-13.17
-53.8,-79.3,23.94,23.94,23.94,45,45,45.0,30.12,17.76
-53.6,57.0,-5.494999999999999,-5.494999999999999,-5.494999999999999,94,94,94.0,1.29,-12.28
-53.6,113.1,11.74,11.74,11.74,58,58,58.0,18.39,5.09
-53.3,-22.0,-14.05,-14.05,-14.05,97,97,97.0,-6.93,-21.17
-52.9,-115.0,16.759999999999998,16.759999999999998,16.759999999999998,63,63,63.0,21.15,12.37
-52.8,-80.7,9.335,9.335,9.335,62,62,62.0,11.17,7.5
-52.7,-174.0,3.66,3.66,3.66,10,10,10.0,7.21,0.11
-52.7,-103.8,39.2,39.2,39.2,47,47,47.0,42.8,35.6
-52.7,-39.7,29.24,29.24,29.24,43,43,43.0,34.19,24.29
-52.7,33.1,42.38,42.38,42.38,26,26,26.0,46.61,38.15
-52.6,-53.1,-14.82,-14.82,-14.82,79,79,79.0,-9.88,-19.76
-52.6,70.5,16.405,16.405,16.405,12,12,12.0,19.06,13.75
-52.2,-156.4,20.09,20.09,20.09,34,34,34.0,22.78,17.4
-52.2,-106.1,-16.22,-16.22,-16.22,88,88,88.0,-11.6,-20.84
-52.2,33.2,12.935,12.935,12.935,84,84,84.0,14.72,11.15
-52.2,63.8,40.695,40.695,40.695,90,90,90.0,46.01,35.38
-52.1,22.3,-9.795,-9.795,-9.795,33,33,33.0,-4.56,-15.03
-52.1,65.8,24.46,24.46,24.46,52,52,52.0,28.54,20.38
-51.8,-112.9,-0.0550000000000001,-0.0550000000000001,-0.0550000000000001,90,90,90.0,5.29,-5.4
-51.8,141.1,28.785,28.785,28.785,97,97,97.0,32.23,25.34
-51.8,176.4,-9.515,-9.515,-9.515,22,22,22.0,-3.2,-15.83
-51.7,-63.1,40.32,40.32,40.32,20,20,20.0,43.82,36.82
-51.7,-38.2,-0.8300000000000001,-0.8300000000000001,-0.8300000000000001,20,20,20.0,2.17,-3.83
-51.7,49.4,36.34,36.34,36.34,60,60,60.0,40.67,32.01
-51.5,-120.8,29.185,29.185,29.185,66,66,66.0,35.58,22.79
-51.2,-93.3,4.035,4.035,4.035,84,84,84.0,9.23,-1.16
-51.2,107.1,23.005000000000003,23.005000000000003,23.005000000000003,47,47,47.0,25.28,20.73
-51.1,-168.2,-6.18,-6.18,-6.18,46,46,46.0,-1.52,-10.84
-50.6,15.0,1.6350000000000002,1.6350000000000002,1.6350000000000002,23,23,23.0,8.22,-4.95
-50.4,-172.8,31.465000000000003,31.465000000000003,31.465000000000003,53,53,53.0,35.74,27.19
-50.4,34.0,-6.720000000000001,-6.720000000000001,-6.720000000000001,47,47,47.0,-4.13,-9.31
-50.3,-36.1,4.115,4.115,4.115,34,34,34.0,5.41,2.82
-49.8,111.3,-5.675,-5.675,-5.675,90,90,90.0,-1.43,-9.92
-49.8,146.2,8.72,8.72,8.72,28,28,28.0,14.83,2.61
-49.7,112.6,28.295,28.295,28.295,77,77,77.0,32.17,24.42
-49.7,135.6,6.29,6.29,6.29,72,72,72.0,12.67,-0.09
-49.6,-49.7,26.43,26.43,26.43,54,54,54.0,30.43,22.43
-49.6,24.7,35.745000000000005,35.745000000000005,35.745000000000005,41,41,41.0,41.21,30.28
-49.6,44.4,25.16,25.16,25.16,31,31,31.0,30.44,19.88
-49.4,-19.4,29.115,29.115,29.115,39,39,39.0,32.8,25.43
-49.0,-111.8,35.75,35.75,35.75,11,11,11.0,39.06,32.44
-48.9,172.7,21.095,21.095,21.095,50,50,50.0,24.18,18.01
-48.8,-122.4,-2.49,-2.49,-2.49,62,62,62.0,2.52,-7.5
-48.8,166.4,39.95,39.95,39.95,68,68,68.0,43.44,36.46
-48.7,-144.8,29.935,29.935,29.935,72,72,72.0,35.7,24.17
-48.7,94.1,-1.5200000000000002,-1.5200000000000002,-1.5200000000000002,35,35,35.0,2.78,-5.82
-48.7,148.4,-5.395,-5.395,-5.395,45,45,45.0,-3.21,-7.58
-48.6,31.6,9.095,9.095,9.095,95,95,95.0,13.55,4.64
-48.5,124.3,26.615,26.615,26.615,88,88,88.0,29.51,23.72
-48.4,-166.3,-7.84,-7.84,-7.84,56,56,56.0,-2.67,-13.01
-48.4,83.5,15.175,15.175,15.175,49,49,49.0,16.8,13.55
-48.0,-142.9,30.58,30.58,30.58,91,91,91.0,35.65,25.51
-48.0,175.7,3.965,3.965,3.965,45,45,45.0,5.71,2.22
-47.9,47.0,-3.985,-3.985,-3.985,11,11,11.0,1.11,-9.08
-47.8,136.1,3.0,3.0,3.0,33,33,33.0,5.82,0.18
-47.7,61.3,34.739999999999995,34.739999999999995,34.739999999999995,50,50,50.0,37.65,31.83
-47.7,91.6,24.26,24.26,24.26,18,18,18.0,27.56,20.96
-47.6,147.9,27.1,27.1,27.1,54,54,54.0,30.8,23.4
-47.4,-87.6,-5.3950000000000005,-5.3950000000000005,-5.3950000000000005,50,50,50.0,-0.73,-10.06
-47.3,-145.4,-4.415,-4.415,-4.415,47,47,47.0,1.97,-10.8
-47.3,-128.5,18.92,18.92,18.92,22,22,22.0,24.84,13.0
-47.2,-25.3,23.755000000000003,23.755000000000003,23.755000000000003,91,91,91.0,25.92,21.59
-47.1,6.4,20.745,20.745,20.745,11,11,11.0,25.3,16.19
-47.0,13.3,-5.69,-5.69,-5.69,80,80,80.0,0.63,-12.01
-46.8,-51.3,2.175,2.175,2.175,58,58,58.0,6.75,-2.4
-46.8,-20.1,36.14,36.14,36.14,54,54,54.0,38.47,33.81
-46.7,-87.2,-7.08,-7.08,-7.08,90,90,90.0,-2.57,-11.59
-46.7,23.5,30.345,30.345,30.345,10,10,10.0,33.7,26.99
-46.7,177.9,-15.285,-15.285,-15.285,66,66,66.0,-7.83,-22.74
-46.2,32.2,31.155,31.155,31.155,83,83,83.0,34.62,27.69
-46.1,35.6,33.375,33.375,33.375,94,94,94.0,35.73,31.02
-45.9,-3.4,37.88,37.88,37.88,49,49,49.0,44.07,31.69
-45.8,-112.3,14.665,14.665,14.665,66,66,66.0,20.63,8.7
-45.7,-145.5,4.105,4.105,4.105,19,19,19.0,10.16,-1.95
-45.7,-142.0,25.36,25.36,25.36,66,66,66.0,31.39,19.33
-45.7,-93.0,26.96,26.96,26.96,36,36,36.0,33.92,20.0
-45.7,-75.3,42.895,42.895,42.895,58,58,58.0,48.91,36.88
-45.7,40.4,28.405,28.405,28.405,75,75,75.0,33.72,23.09
-45.6,-79.2,-5.83,-5.83,-5.83,72,72,72.0,-1.85,-9.81
-45.4,7.8,3.22,3.22,3.22,21,21,21.0,9.12,-2.68
-45.3,-171.4,8.280000000000001,8.280000000000001,8.280000000000001,24,24,24.0,11.81,4.75
-45.2,-43.0,16.735,16.735,16.735,46,46,46.0,20.34,13.13
-45.2,159.0,-5.58,-5.58,-5.58,28,28,28.0,-1.26,-9.9
-45.0,-105.0,15.91,15.91,15.91,22,22,22.0,20.21,11.61
-45.0,-53.8,9.95,9.95,9.95,32,32,32.0,12.98,6.92
-44.9,158.4,14.44,14.44,14.44,59,59,59.0,17.56,11.32
-44.8,95.2,8.315,8.315,8.315,18,18,18.0,13.83,2.8
-44.7,126.3,13.645,13.645,13.645,97,97,97.0,16.74,10.55
-44.6,141.3,31.12,31.12,31.12,68,68,68.0,36.99,25.25
-44.2,50.8,-15.625,-15.625,-15.625,66,66,66.0,-10.17,-21.08
-44.1,42.4,-11.18,-11.18,-11.18,16,16,16.0,-5.95,-16.41
-43.8,-79.0,1.1800000000000002,1.1800000000000002,1.1800000000000002,97,97,97.0,7.54,-5.18
-43.8,102.6,27.245,27.245,27.245,27,27,27.0,32.16,22.33
-43.6,-76.8,43.675,43.675,43.675,11,11,11.0,48.09,39.26
-43.2,-75.0,-7.345000000000001,-7.345000000000001,-7.345000000000001,90,90,90.0,-4.12,-10.57
-43.1,-59.2,0.3900000000000001,0.3900000000000001,0.3900000000000001,61,61,61.0,3.83,-3.05
-43.1,-10.7,13.915,13.915,13.915,87,87,87.0,18.45,9.38
-43.0,80.3,-1.78,-1.78,-1.78,86,86,86.0,3.35,-6.91
-43.0,122.6,25.4,25.4,25.4,22,22,22.0,28.64,22.16
-42.5,-82.9,1.855,1.855,1.855,71,71,71.0,6.62,-2.91
-42.5,24.4,9.21,9.21,9.21,25,25,25.0,13.54,4.88
-42.4,25.9,30.61,30.61,30.61,74,74,74.0,34.66,26.56
-42.3,-105.2,41.365,41.365,41.365,78,78,78.0,45.17,37.56
-42.3,93.7,7.79,7.79,7.79,85,85,85.0,11.18,4.4
-42.2,-163.3,30.275,30.275,30.275,18,18,18.0,33.12,27.43
-42.2,110.0,31.115,31.115,31.115,61,61,61.0,35.23,27.0
-42.1,63.0,38.01,38.01,38.01,12,12,12.0,45.48,30.54
-41.8,-1.1,33.37,33.37,33.37,22,22,22.0,37.0,29.74
-41.8,129.1,20.335,20.335,20.335,59,59,59.0,24.66,16.01
-41.7,-142.9,35.645,35.645,35.645,92,92,92.0,38.03,33.26
-41.6,88.2,16.395,16.395,16.395,73,73,73.0,18.58,14.21
-41.6,165.9,19.41,19.41,19.41,49,49,49.0,27.03,11.79
-41.5,-64.4,29.98,29.98,29.98,36,36,36.0,34.38,25.58
-41.5,-9.5,18.4,18.4,18.4,81,81,81.0,20.24,16.56
-41.5,49.9,6.6450000000000005,6.6450000000000005,6.6450000000000005,98,98,98.0,12.65,0.64
-41.5,115.3,37.205,37.205,37.205,22,22,22.0,41.28,33.13
-41.4,87.0,-6.49,-6.49,-6.49,44,44,44.0,-2.42,-10.56
-41.3,-74.2,15.825,15.825,15.825,43,43,43.0,19.45,12.2
-41.2,-94.8,-4.9750000000000005,-4.9750000000000005,-4.9750000000000005,96,96,96.0,0.26,-10.21
-41.2,62.3,-6.065,-6.065,-6.065,47,47,47.0,-3.1,-9.03
-41.1,-82.2,7.51,7.51,7.51,78,78,78.0,13.92,1.1
-41.1,-69.3,37.94499999999999,37.94499999999999,37.94499999999999,11,11,11.0,40.23,35.66
-41.0,39.2,-1.58,-1.58,-1.58,60,60,60.0,2.26,-5.42
-41.0,127.1,-0.455,-0.455,-0.455,40,40,40.0,4.45,-5.36
-40.8,-72.5,38.645,38.645,38.645,38,38,38.0,42.61,34.68
-40.7,131.9,31.46,31.46,31.46,66,66,66.0,33.97,28.95
-40.5,-166.8,32.375,32.375,32.375,32,32,32.0,35.08,29.67
-40.0,105.7,-1.4350000000000005,-1.4350000000000005,-1.4350000000000005,11,11,11.0,3.61,-6.48
-39.8,-124.5,19.185,19.185,19.185,71,71,71.0,24.75,13.62
-39.7,-132.4,29.77,29.77,29.77,20,20,20.0,34.4,25.14
-39.7,14.3,29.59,29.59,29.59,20,20,20.0,32.97,26.21
-39.4,-71.9,22.16,22.16,22.16,22,22,22.0,24.16,20.16
-39.4,13.4,18.98,18.98,18.98,30,30,30.0,26.56,11.4
-39.4,165.4,30.255000000000003,30.255000000000003,30.255000000000003,30,30,30.0,32.38,28.13
-39.1,-21.3,37.15,37.15,37.15,37,37,37.0,42.4,31.9
-39.1,54.0,33.15,33.15,33.15,59,59,59.0,37.03,29.27
-39.1,170.0,22.92,22.92,22.92,95,95,95.0,27.94,17.9
-39.0,-170.7,-9.9,-9.9,-9.9,60,60,60.0,-5.23,-14.57
-39.0,86.3,-6.035,-6.035,-6.035,92,92,92.0,0.17,-12.24
-39.0,125.3,28.335,28.335,28.335,99,99,99.0,35.31,21.36
-39.0,132.5,18.11,18.11,18.11,68,68,68.0,25.21,11.01
-38.9,-149.0,-2.085,-2.085,-2.085,59,59,59.0,3.52,-7.69
-38.9,107.1,21.645,21.645,21.645,51,51,51.0,25.33,17.96
-38.7,-109.2,13.77,13.77,13.77,84,84,84.0,18.48,9.06
-38.6,-126.9,1.5400000000000005,1.5400000000000005,1.5400000000000005,94,94,94.0,6.44,-3.36
-38.6,-71.5,15.735,15.735,15.735,90,90,90.0,17.85,13.62
-38.6,-12.3,-17.425,-17.425,-17.425,92,92,92.0,-12.47,-22.38
-38.5,134.9,4.57,4.57,4.57,39,39,39.0,10.77,-1.63
-38.2,0.7,22.35,22.35,22.35,26,26,26.0,25.34,19.36
-37.9,-125.4,-2.6,-2.6,-2.6,59,59,59.0,2.05,-7.25
-37.9,100.6,18.415,18.415,18.415,67,67,67.0,25.4,11.43
-37.8,23.1,2.215,2.215,2.215,82,82,82.0,5.31,-0.88
-37.7,-85.5,-0.4549999999999999,-0.4549999999999999,-0.4549999999999999,97,97,97.0,1.55,-2.46
-37.7,39.6,15.415,15.415,15.415,43,43,43.0,22.41,8.42
-37.6,-160.1,12.855,12.855,12.855,37,37,37.0,16.27,9.44
-37.6,-40.9,29.665,29.665,29.665,82,82,82.0,34.22,25.11
-37.5,75.5,31.79,31.79,31.79,10,10,10.0,34.64,28.94
-37.4,75.5,-8.755,-8.755,-8.755,37,37,37.0,-1.85,-15.66
-37.2,31.8,5.635,5.635,5.635,42,42,42.0,8.54,2.73
-37.2,43.4,39.715,39.715,39.715,77,77,77.0,44.47,34.96
-36.9,-12.5,12.0,12.0,12.0,45,45,45.0,18.85,5.15
-36.9,12.8,-12.385000000000002,-12.385000000000002,-12.385000000000002,52,52,52.0,-9.71,-15.06
-36.8,-133.0,27.83,27.83,27.83,58,58,58.0,32.76,22.9
-36.8,-107.5,12.09,12.09,12.09,29,29,29.0,18.81,5.37
-36.8,-78.0,22.82,22.82,22.82,89,89,89.0,28.09,17.55
-36.6,147.7,4.21,4.21,4.21,36,36,36.0,9.57,-1.15
-36.4,-110.4,-0.345,-0.345,-0.345,24,24,24.0,2.04,-2.73
-36.4,-58.1,9.46,9.46,9.46,57,57,57.0,13.84,5.08
-36.2,-68.5,38.485,38.485,38.485,23,23,23.0,42.4,34.57
-36.1,88.8,-10.325,-10.325,-10.325,63,63,63.0,-4.95,-15.7
-36.0,-101.1,42.465,42.465,42.465,12,12,12.0,48.83,36.1
-35.9,-2.2,4.5,4.5,4.5,17,17,17.0,10.25,-1.25
-35.8,-113.0,24.845,24.845,24.845,16,16,16.0,31.19,18.5
-35.7,1.2,-15.425,-15.425,-15.425,19,19,19.0,-10.8,-20.05
-35.6,-35.1,23.505,23.505,23.505,12,12,12.0,28.81,18.2
-35.6,144.9,-7.574999999999999,-7.574999999999999,-7.574999999999999,19,19,19.0,-2.13,-13.02
-35.5,-69.9,23.770000000000003,23.770000000000003,23.770000000000003,40,40,40.0,26.69,20.85
-35.5,101.8,23.125,23.125,23.125,59,59,59.0,28.55,17.7
-35.5,108.7,32.205,32.205,32.205,45,45,45.0,38.01,26.4
-35.4,-128.0,33.595,33.595,33.595,100,100,100.0,39.18,28.01
-35.4,129.9,33.92,33.92,33.92,41,41,41.0,39.08,28.76
-35.3,-102.3,-4.055000000000001,-4.055000000000001,-4.055000000000001,45,45,45.0,0.86,-8.97
-35.3,123.0,38.14,38.14,38.14,79,79,79.0,42.88,33.4
-35.1,-170.7,9.2,9.2,9.2,41,41,41.0,14.99,3.41
-35.1,-78.8,40.775,40.775,40.775,41,41,41.0,44.26,37.29
-35.0,122.3,-8.905,-8.905,-8.905,79,79,79.0,-3.12,-14.69
-35.0,162.9,37.44,37.44,37.44,93,93,93.0,41.14,33.74
-34.8,19.2,3.73,3.73,3.73,62,62,62.0,7.15,0.31
-34.7,-153.0,33.93,33.93,33.93,46,46,46.0,37.3,30.56
-34.7,-62.9,0.4700000000000001,0.4700000000000001,0.4700000000000001,44,44,44.0,2.47,-1.53
-34.6,-157.6,31.3,31.3,31.3,26,26,26.0,36.92,25.68
-34.4,-92.5,33.355000000000004,33.355000000000004,33.355000000000004,33,33,33.0,36.7,30.01
-34.4,-80.3,7.815,7.815,7.815,56,56,56.0,10.48,5.15
-34.4,-1.0,33.715,33.715,33.715,37,37,37.0,38.22,29.21
-34.3,-11.6,-11.66,-11.66,-11.66,18,18,18.0,-7.38,-15.94
-34.2,-63.7,-7.555000000000001,-7.555000000000001,-7.555000000000001,71,71,71.0,-2.98,-12.13
-34.2,64.5,22.86,22.86,22.86,50,50,50.0,27.0,18.72
-34.2,117.9,-13.985,-13.985,-13.985,64,64,64.0,-9.48,-18.49
-34.1,24.7,19.38,19.38,19.38,12,12,12.0,21.68,17.08
-33.8,114.0,11.04,11.04,11.04,79,79,79.0,14.13,7.95
-33.4,125.1,-10.89,-10.89,-10.89,64,64,64.0,-7.85,-13.93
-33.4,168.7,14.805,14.805,14.805,72,72,72.0,20.21,9.4
-33.1,176.1,20.235,20.235,20.235,95,95,95.0,25.32,15.15
-32.9,-143.4,39.48,39.48,39.48,73,73,73.0,45.02,33.94
-32.9,12.9,9.43,9.43,9.43,75,75,75.0,14.01,4.85
-32.8,-26.4,9.875,9.875,9.875,64,64,64.0,13.72,6.03
-32.7,-141.9,8.66,8.66,8.66,13,13,13.0,14.01,3.31
-32.7,-52.4,34.010000000000005,34.010000000000005,34.010000000000005,71,71,71.0,36.24,31.78
-32.7,-19.1,5.109999999999999,5.109999999999999,5.109999999999999,69,69,69.0,10.86,-0.64
-32.7,140.8,12.255,12.255,12.255,39,39,39.0,17.09,7.42
-32.6,54.3,37.79,37.79,37.79,88,88,88.0,42.23,33.35
-32.6,108.0,-7.12,-7.12,-7.12,30,30,30.0,-2.0,-12.24
-32.6,126.2,5.1450000000000005,5.1450000000000005,5.1450000000000005,74,74,74.0,9.99,0.3
-32.6,148.4,-7.824999999999999,-7.824999999999999,-7.824999999999999,48,48,48.0,-2.12,-13.53
-32.5,164.8,2.375,2.375,2.375,69,69,69.0,6.55,-1.8
-32.4,157.8,9.87,9.87,9.87,71,71,71.0,14.47,5.27
-32.3,-107.9,25.56,25.56,25.56,67,67,67.0,32.96,18.16
-32.3,-70.7,-3.43,-3.43,-3.43,40,40,40.0,-0.99,-5.87
-32.2,-40.0,6.315,6.315,6.315,23,23,23.0,13.13,-0.5
-32.1,85.1,-10.285,-10.285,-10.285,72,72,72.0,-4.92,-15.65
-32.0,-158.4,23.8,23.8,23.8,87,87,87.0,26.43,21.17
-32.0,16.7,35.775000000000006,35.775000000000006,35.775000000000006,43,43,43.0,39.38,32.17
-31.9,-12.9,41.935,41.935,41.935,33,33,33.0,46.88,36.99
-31.8,-145.1,30.5,30.5,30.5,49,49,49.0,36.06,24.94
-31.8,-132.1,21.56,21.56,21.56,58,58,58.0,26.53,16.59
-31.8,-75.7,-11.515,-11.515,-11.515,20,20,20.0,-7.09,-15.94
-31.7,-161.9,12.405,12.405,12.405,87,87,87.0,16.92,7.89
-31.7,143.6,-12.735,-12.735,-12.735,87,87,87.0,-8.62,-16.85
-31.4,18.7,-10.85,-10.85,-10.85,65,65,65.0,-8.44,-13.26
-31.3,-167.7,-3.38,-3.38,-3.38,60,60,60.0,2.26,-9.02
-31.3,-167.2,20.48,20.48,20.48,96,96,96.0,24.12,16.84
-31.3,76.6,30.74,30.74,30.74,94,94,94.0,35.82,25.66
-31.3,161.4,38.555,38.555,38.555,11,11,11.0,42.81,34.3
-31.2,-65.3,-1.845,-1.845,-1.845,51,51,51.0,4.08,-7.77
-31.2,124.5,5.13,5.13,5.13,97,97,97.0,7.22,3.04
-31.0,-81.9,22.13,22.13,22.13,66,66,66.0,25.7,18.56
-30.9,-29.3,-3.99,-3.99,-3.99,64,64,64.0,-0.33,-7.65
-30.8,-80.8,6.555000000000001,6.555000000000001,6.555000000000001,18,18,18.0,12.63,0.48
-30.8,-46.5,-4.005,-4.005,-4.005,72,72,72.0,-1.06,-6.95
-30.7,-107.2,-14.89,-14.89,-14.89,26,26,26.0,-11.44,-18.34
-30.7,71.5,-14.995,-14.995,-14.995,61,61,61.0,-9.27,-20.72
-30.6,107.2,22.78,22.78,22.78,57,57,57.0,26.72,18.84
-30.5,-36.5,11.575,11.575,11.575,78,78,78.0,18.3,4.85
-30.4,-96.2,12.8,12.8,12.8,76,76,76.0,14.81,10.79
-30.4,29.8,8.465,8.465,8.465,71,71,71.0,10.86,6.07
-30.2,38.4,20.235,20.235,20.235,51,51,51.0,25.0,15.47
-30.0,-27.6,-4.985,-4.985,-4.985,28,28,28.0,-1.49,-8.48
-29.7,81.9,0.1299999999999999,0.1299999999999999,0.1299999999999999,96,96,96.0,6.06,-5.8
-29.6,-155.2,-16.185000000000002,-16.185000000000002,-16.185000000000002,82,82,82.0,-11.21,-21.16
-29.6,-138.2,-10.535,-10.535,-10.535,69,69,69.0,-7.25,-13.82
-29.6,-12.8,10.94,10.94,10.94,20,20,20.0,14.14,7.74
-29.5,-178.8,36.315,36.315,36.315,35,35,35.0,41.8,30.83
-29.5,67.9,-8.765,-8.765,-8.765,30,30,30.0,-5.73,-11.8
-29.5,147.5,32.61,32.61,32.61,60,60,60.0,36.7,28.52
-29.4,-43.9,-5.99,-5.99,-5.99,40,40,40.0,1.43,-13.41
-29.4,174.7,-8.95,-8.95,-8.95,72,72,72.0,-3.55,-14.35
-29.2,-41.1,40.05,40.05,40.05,11,11,11.0,42.3,37.8
-29.2,65.0,17.005000000000003,17.005000000000003,17.005000000000003,19,19,19.0,18.85,15.16
-29.1,92.1,24.69,24.69,24.69,82,82,82.0,28.52,20.86
-29.0,49.9,-2.975,-2.975,-2.975,66,66,66.0,1.12,-7.07
-29.0,172.2,11.935,11.935,11.935,62,62,62.0,16.06,7.81
-28.9,-52.5,34.754999999999995,34.754999999999995,34.754999999999995,29,29,29.0,40.15,29.36
-28.8,-119.1,-2.08,-2.08,-2.08,20,20,20.0,1.08,-5.24
-28.7,-130.4,-6.82,-6.82,-6.82,59,59,59.0,-5.2,-8.44
-28.7,153.8,-16.555,-16.555,-16.555,45,45,45.0,-11.84,-21.27
-28.5,27.5,13.24,13.24,13.24,39,39,39.0,20.18,6.3
-28.4,8.3,15.975,15.975,15.975,60,60,60.0,21.02,10.93
-28.2,-127.4,-0.8700000000000001,-0.8700000000000001,-0.8700000000000001,61,61,61.0,6.06,-7.8
-28.2,-99.9,0.2199999999999999,0.2199999999999999,0.2199999999999999,91,91,91.0,3.98,-3.54
-28.2,82.0,21.025,21.025,21.025,78,78,78.0,26.48,15.57
-28.1,-93.1,10.825,10.825,10.825,21,21,21.0,17.38,4.27
-28.1,-65.3,13.805,13.805,13.805,59,59,59.0,17.33,10.28
-28.1,136.9,27.31,27.31,27.31,13,13,13.0,32.6,22.02
-28.0,-136.6,21.505,21.505,21.505,86,86,86.0,25.33,17.68
-27.9,-164.3,17.97,17.97,17.97,69,69,69.0,20.35,15.59
-27.7,-162.6,-8.1,-8.1,-8.1,24,24,24.0,-4.71,-11.49
-27.5,98.9,2.87,2.87,2.87,95,95,95.0,9.13,-3.39
-27.5,111.0,13.22,13.22,13.22,24,24,24.0,18.44,8.0
-27.5,165.4,-11.55,-11.55,-11.55,100,100,100.0,-5.42,-17.68
-27.4,-157.9,9.8,9.8,9.8,88,88,88.0,14.76,4.84
-27.4,-74.1,-3.345,-3.345,-3.345,39,39,39.0,-1.22,-5.47
-27.4,66.1,-8.275,-8.275,-8.275,77,77,77.0,-3.18,-13.37
-27.1,-146.7,25.065,25.065,25.065,15,15,15.0,27.67,22.46
-27.1,50.8,41.425,41.425,41.425,84,84,84.0,44.86,37.99
-27.0,153.8,29.545,29.545,29.545,44,44,44.0,36.3,22.79
-26.9,71.2,28.855,28.855,28.855,97,97,97.0,33.44,24.27
-26.8,-172.9,6.375,6.375,6.375,63,63,63.0,12.2,0.55
-26.3,-168.4,-3.01,-3.01,-3.01,81,81,81.0,3.02,-9.04
-26.2,103.6,27.875,27.875,27.875,10,10,10.0,32.41,23.34
-26.1,-84.7,27.045,27.045,27.045,30,30,30.0,31.91,22.18
-26.1,176.8,30.485,30.485,30.485,34,34,34.0,34.08,26.89
-26.0,76.7,-8.219999999999999,-8.219999999999999,-8.219999999999999,56,56,56.0,-5.07,-11.37
-25.8,-141.2,36.705,36.705,36.705,46,46,46.0,40.81,32.6
-25.7,-142.9,-5.675,-5.675,-5.675,67,67,67.0,-0.19,-11.16
-25.7,52.4,39.94,39.94,39.94,35,35,35.0,45.12,34.76
-25.7,72.0,20.195,20.195,20.195,85,85,85.0,23.31,17.08
-25.5,73.9,11.02,11.02,11.02,41,41,41.0,13.6,8.44
-25.2,-22.4,37.855,37.855,37.855,26,26,26.0,44.7,31.01
-25.2,29.3,20.69,20.69,20.69,67,67,67.0,23.25,18.13
